ObjectID,Title,Description,Pressure,Multiple Pressures,Current Status,Priority,Objective,Proposed Management Action,Strategy,"Scale:  5=District, 4=catchment, 3=river, 2=coastal, 1=local",Resources,Data Requirements,Lead Organisation,Potential Partners,Capital Cost,In-Kind Contributions,Maintainance Required,Annual Cost,Funding Available,Completion Date,Challenges and Constraints,Easting,Northing,Image URL,Review Status,Review Progress,Review Cost,Review Description,Review Challenges,Last Reviewed,District,District ID,Action ID,GlobalID,Primary Funding Organisation,Costing Certainty,Funding Shortfall,x,y
2273,Tree planting and bank stabilisation on the upper catchment of the Snizort river,"The River Snizort supports the largest remaining native salmon population on the Isle of Skye, but numbers of returning adult salmon have declined over recent decades. Electrofishing surveys have identified important juvenile habitats within the catchment but it is suspected that the densities fall below the carrying capacity of the river. There are large stretches of river bank that have limited riparian growth or fall within conifer tree plantations, and these areas could benefit from native regeneration to improve both bankside and in-stream habitat. These benefits include bank stabilisation, water temperature and flow management, and increased habitat food availability for local fish populations.",Multiple,"Water Quality, Water Quantity, Water Temperature; Instream and Riparian Habitat",Planned,High,"Identify areas along the catchment (likely in the upper sections of the catchment and spawning/juvenile habitats) that would benefit from tree planting and bank stabilisation. Local organisations (i.e. the local proprietor, crofters and fishing syndicate) would be included in the decisions and provide local knowledge. Tree planting could be undertaken in stages over several years if minimal funding is found.",Q,"Apply for funding to cover project manager salary, tree saplings and fencing materials as well as expenses for any staff required to provide “on the ground” support. Recruit local assistance to help transport equipment and trees to sites that are not near a road. Host open days for local schools and adults to plant trees and participate in electrofishing surveys to see local fish populations. Annual maintenance of the planted areas would be split between project partners.",4,,Identify places that would benefit most from riparian restoration,SLRT,"Local proprietor, fishing syndicate",50000,0,Yes,50000,Unfunded,More than 5 Years,Funding; staff availability/shortage,142065,844101,,,,,,,,Skye,FD34,MA0152,f1585258-7bec-40d8-b1d5-beee13c8bdc4,Unidentified,N/A,50000,-6.297058535,57.41392939
2274,Tree planting on the upper catchment of the River Shiel,The River Shiel has been identified by Affric Highlands as a catchment that would benefit from tree planting in the upper catchment. SLRT and the Shiel proprietor are working with Affric Highlands to identify funding and areas within the catchment where planting efforts will be focused.,Multiple,"Water Quality, Water Quantity, Water Temperature; Instream and Riparian Habitat",Planned,Medium,Identify areas along the catchment (likely in the upper sections of the catchment and spawning/juvenile habitats) that would benefit from tree planting and bank stabilisation. Local organisations (i.e. the local proprietor and SLRT) would be included in the decisions and provide local knowledge.,Q,"Apply for funding to cover project manager salary, tree saplings and fencing materials as well as expenses for any staff required to provide “on the ground” support. Recruit local assistance to help transport equipment and trees to sites that are not near a road. Annual maintenance of the planted areas would be split between project partners.",4,,Identify places that would benefit most from riparian restoration,Affric Highlands,"SLRT, Shiel estate",50000,0,Yes,50000,Unfunded,More than 5 Years,Funding; staff availability/shortage,196662,814776,,,,,,,,Skye,FD34,MA0153,da7a0f53-7db7-47b2-9513-3243d7b5e1bd,Unidentified,N/A,50000,-5.459158148,57.5958072
2275,Sea lice monitoring,"A large body of scientific research has demonstrated that the presence of open-net pen salmon aquaculture can lead to increased burdens of parasitic sea lice on wild salmonid populations for up to 30 km around the active salmon farm site. The salmon aquaculture industry is rapidly expanding on the West Coast of Scotland, and has been recognised as a threat to local salmon and sea trout populations. SLRT has conducted sea lice monitoring on local sea trout populations over the last 10 years as part of various scientific research projects and aquaculture Environmental Management Plans, and will continue to do so in the future. This data feeds into larger national datasets and peer reviewed scientific articles that inform policy makers and the  industry about ongoing impacts on wild fish stemming from the presence of aquaculture.",Aquaculture,,Ongoing,High,"Continue the monitoring of parasitic sea lice burdens wild salmonid populations in coastal areas and estuaries where open-net pen salmon aquaculture is both present and absent to investigate impacts of the industry on wild fish. Engage with government, industry and other relevant stakeholders to share data, guide active management decisions on local farms, and inform policy regarding the regulation of aquaculture.",L,Conduct sea lice monitoring in multiple areas around the SLRT area and provide data to relevant stakeholders to inform policy and guide active management decisions on local farms.,5,,,SLRT,"Government regulators, local aquaculture industry",60000,0,Yes,60000,Funding Secured,Annual,Staff availablity/shortages,141673,833415,https://drive.google.com/file/d/14gAK7XAK9TAn6RSYFuw6T1BLIQNTj_jL/view?usp=sharing,,,,,,,Skye,FD34,MA0154,1e9723e7-9b18-4518-b997-1ec1ef602298,Mix of Private & Public Funding,Fairly Confident,0,-6.292353538,57.31798596
2276,Gill health,"In recent years, that has been increasing concern about the transfer of gill disease between farmed salmon populations and wild salmonid populations occupying the same areas. The inspection of the gills of each wild fish caught in the marine environment has not been included in previous monitoring work conducted by SLRT, however, it will be included in future work.",Aquaculture,,Planned,Medium,SLRT will begin monitoring gill health of wild salmonids during sea lice monitoring surveys. The data will be shared with relevant stakeholders.,L,SLRT will work with other Fisheries Trusts and local aquaculture operators to familiarise themselves with the common markers of gill disease. The data will be shared with relevant stakeholders.,5,,Staff training is needed to identify common markers of gill disease,SLRT,"Government regulators, local aquaculture industry, this would link into sea lice monitoring",0,0,Yes,0,Funding Secured,Annual,Staff availablity/shortages,145531,833001,,,,,,,,Skye,FD34,MA0155,8a204a43-7894-484b-8b5c-242959965391,Mix of Private & Public Funding,Very Confident,0,-6.228047046,57.31644417
2277,Smolt run monitoring,"Understanding the number of wild salmon and sea trout smolts leaving local rivers each year can provide important information about juvenile survival in the freshwater environment, as well as the marine survival rates of adult fish that return to their natal river to spawn. This window in the life cycle of salmonids is crucial to identifying bottlenecks that could be occurring in both freshwater and marine environments. There has been very little smolt run monitoring conducted in Skye and Lochalsh rivers but it is hoped that by prioritising efforts to monitor the spring run of salmonids in a small number of rivers that support higher densities of salmon and sea trout, further information can be gathered to understand the challenges facing local populations at different life stages.",Multiple,"Water Quality, Water Quantity, Water Temperature; Instream and Riparian Habitat",Ongoing,Medium,SLRT will annually monitor the spring smolt run in a small number of key river systems in order to build a long term dataset that can provide further information regarding changes in salmonid population structures over time and identify possible bottlenecks impact wild fish stocks.,L,"SLRT will identify key river system to monitor smolt movement and numbers. Apply for funding to cover staff time and equipment costs, some of which should come from local proprietors. Each river will be monitored annually and the data will feed into a long term dataset.",4,,Identify key catchments to monitor,SLRT,river proprietors and local relevant aquaculture industry,12000,0,No,10000,Partially Funded,Annual,Funding; staff availablity/shortages,141483,848687,https://drive.google.com/file/d/1roI-yxHaz13qcVBN87ENG8hJSQROpI3X/view?usp=sharing,,,,,,,Skye,FD34,MA0156,10eadf64-9168-4727-822f-0d08301d5013,Mix of Private & Public Funding,Very Confident,6000,-6.311556417,57.45467748
2278,Salmon smolt migration movements,"The movements of salmon at sea are still largely unknown, making it difficult to understand the extent of negative impacts stemming from various environmental and anthropogenic pressures. As part of the research of the Missing Salmon Alliance, acoustic telemetry is being used across Scotland to answer multiple questions about the marine habitat use and migration pathways of salmon smolts to better understand the threats facing these fish when they enter the ocean. SLRT participated in the 2023 Atlantic Salmon Trust salmon smolt study, tagging smolts from the River Snizort and tracking their movements through Loch Snizort before they entered the Minch.",Multiple,Aquaculture; Predation; Survival,Initiated,High,SLRT tagged 100 salmon smolts on the River Snizort during the 2023 spring smolt run,P,"Trained SLRT staff tagged 100 salmon smolts in the spring of 2023, after which the fish were released and their movements in Loch Snizort tracked through an array of receivers. The data will feed into a larger West Coast project being delivered by AST.",3,https://missingsalmonalliance.org/west-coast-tracking-project,,AST,"SLRT, local ghillie",10000,0,No,10000,Funding Secured,Within 2 Years,Staff availablity/shortages,142171,848067,https://drive.google.com/file/d/1sX7yWBLb49fALpWfZxri5G6F62omsXJJ/view?usp=sharing,,,,,,,Skye,FD34,MA0157,ca767fc3-15a9-4e07-b600-4f5e1eb3d8ec,Mix of Private & Public Funding,Very Confident,0,-6.299470184,57.449515
2279,Sea trout migration movements,"As part of a collaboration between the Zoological Society of London, Skye and Lochalsh Rivers Trust and Glasgow University, an acoustic telemetry tracking study of sea trout (Salmo trutta) was conducted from 2021-2023 on the Isle of Skye, focusing on Loch Snizort, Loch Greshornish and associated rivers. By combining fish tracking with physiological and genetic analysis techniques, this study provides a better understanding of the key drivers for different patterns of S. trutta behaviour, movement, and survival in both freshwater and marine environments around the Isle of Skye. The data will inform on the population’s likely vulnerability and ability to adapt to environmental change and localised human disturbance such as infrastructure and aquaculture development.",Multiple,Aquaculture; Predation; Survival,Ongoing,High,ZSL and SLRT tracked the movements of sea trout in Loch Snizort and Loch Greshornish and related rivers over a two year period.,P,SLRT and ZSL tagged sea trout from 2 adjacent sea loch systems in 2021 and 2022 and tracked their movements in both the sea lochs and related rivers until early 2023 or until the tag life expires. The data will be published upon the study’s completion,2,https://slrt.org.uk/juvenile-salmonid-surveys-3/,,ZSL,"SLRT, local ghillie",250000,0,No,250000,Funding Secured,Within 2 Years,Funding; staff availablity/shortages; fish availability,140846,850768,https://drive.google.com/file/d/1iuocrVS5487bzXe0F2p161hLQbZuaJKA/view?usp=sharing,,,,,,,Skye,FD34,MA0158,e361bcf7-f8ac-423c-97e3-e3b4e6b2964b,Mix of Private & Public Funding,Very Confident,0,-6.324346429,57.47295428
2280,Education programme,"Educating students about their incredible local aquatic ecosystems is an excellent way to foster an interest in protecting native species and their habitats. SLRT has delivered a small number of education programmes to local primary and secondary schools in recent years, including a Sea Trout in the Classroom programme in 2022, but plans to increase the number of schools where these programmes are being delivered.",Other,Lack of knowledge/interest,Planned,Low,"SLRT will develop education programmes that will be developed annually in both primary and secondary schools in the area. These programmes will include variations of “Salmonids in the Classroom”, as well as programmes highlighting the importance of promoting healthy ecosystems, and electrofishing days to provide hands-on experience and engaging content for the students.",N,Develop and fund several programme curriculums that will run annually and provide opportunities for students to learn about their native fish species and their habitats.,5,,,SLRT,Local Schools,12000,3000,Yes,12000,Partially Funded,Annual,Funding; staff availability/shortage,147655,843597,https://drive.google.com/file/d/1-_opSkhfJqprh9S6TbsVia1Sv6fXNJF0/view?usp=sharing,,,,,,,Skye,FD34,MA0159,a9b829c6-32e8-43a5-8fac-b2757bfc7d7d,Mix of Private & Public Funding,Very Confident,6000,-6.203737997,57.41255028
2281,Outreach programmes,Sharing information about local salmonid populations and the pressures they face with adult community members is equally as important as educating young students. SLRT delivers seminars to interested community groups in the area during the winter to inform the public about their ongoing monitoring and research projects. SLRT plans to increase the frequency of these seminar talks and also to hold annual “Open Days” to provide a hands-on experience of the work being conducted to interested members of the public.,Multiple,Lack of knowledge/interest,Planned,Low,SLRT will host annual Open Days and provide seminar talks to interested community groups across their area to increase public awareness and promote the protection of salmon and sea trout.,N,SLRT will identify times during the year when it would be best to host community events and invite local groups through personal contacts and social media.,5,,,SLRT,Local community groups,2000,1000,Yes,2000,Unfunded,Annual,Funding; staff availability/shortage,146195,836380,,,,,,,,Skye,FD34,MA0160,8b329b75-febc-480b-9491-52f125f1730f,Unidentified,Little Confidence,2000,-6.220528502,57.34708484
2282,Adult salmonid mark and recapture study in the River Snizort,"In order to better understand the number of adult salmon and sea trout returning each year to spawn and to identify recaptures/multiple year spawners, SLRT would develop a mark and recapture method to monitor the individuals caught by anglers or by SLRT staff. This would provide further information about the movements of adult fish over long periods of time and help to identify threats facing the populations.",Multiple,Aquaculture; Predation; Survival; Marine Developments,Planned,Low,Develop a marking method that would allow salmonid smolts and adults to be permanently marked so that they are easily identifiable when they are captured again. Long term studies would provide further insight into the life cycle of the fish and their migration and spawning survival rates,L,"Identify the most effective marking method (VI tags, PIT tags, etc) for this study and apply for funding to purchase equipment. Combine the tagging of fish with ongoing monitoring work, as well as working with local ghillies and recreational fisher-people to access additional adult fish. The data would feed into larger long term datasets to provide information about population changes and identify possible threats in the marine environment.",4,,Identifying the best method for mark and recapture studies,SLRT,Local ghillies and fishing syndicates,30000,0,Yes,30000,Unfunded,Annual,Funding; staff availability/shortage,144487,836299,https://drive.google.com/file/d/1Iym-Maeks-tE3ITUYc2s_IB3ZxYL-TeZ/view?usp=sharing,,,,,,,Skye,FD34,MA0161,35611f94-0a5d-47ac-aeeb-c5de6fd18816,Unidentified,Little Confidence,30000,-6.248747351,57.34540534
2283,Juvenile salmonid population monitoring,Surveying populations of juvenile salmonids in multiple freshwater systems across the Skye and Lochalsh district can provide information about the densities and distribution of salmon and trout in our area. Annual monitoring of historical sites within a catchment can highlight long-term population trends. This monitoring work is particularly important when gauging the success of habitat restoration projects.,Multiple,"Water Quality, Water Quantity, Water Temperature; Instream and Riparian Habitat",Ongoing,High,Juvenile surveys will be conducted annually on as many rivers as possible to create a long term network of salmonid densities in catchments around the SLRT area. The data will feed into national datasets and can be used to determine the health of salmon and trout populations in a river.,L,SLRT will continue to survey salmonid populations in existing electrofishing sites as well as expand into additional rivers where historical data is limited in order.,5,,,SLRT,"Local proprietors, local relavent aquaculture industry",20000,0,Yes,20000,Funding Secured,Annual,Staff availability/shortage,142596,836169,https://drive.google.com/file/d/1X9UPmna096S9y76n3jYg6tbA-i1sSvkr/view?usp=sharing,,,,,,,Skye,FD34,MA0162,de317428-cf26-4c39-8fd2-636559928cb1,Mix of Private & Public Funding,Fairly Confident,0,-6.279944193,57.34317736
2284,Piscivorous bird surveys on the River Snizort,"There is limited quantitative data available regarding the number of residential piscivorous birds found along specific river systems in the SLRT area. Research has shown that salmonids are a food source for these birds and therefore high densities of these birds could have a negative impact on fish survival, particularly for smolts in the spring. SLRT aims to conduct an initial piscivorous bird survey along the River Snizort to determine a population estimate with the help of the local fishing syndicate. From this survey and other research that has occurred in Scotland, a better understanding of the impacts this type of predation is having on fish densities can be reached. Future surveys can be conducted on other rivers in the SLRT area.",Predation,,Planned,Low,SLRT will mobilise a team of local anglers and ghillies to conduct a piscivorous bird survey on the River Snizort and the data will feed into a fisheries management plan for the river.,J,SLRT staff will be trained in bird survey techniques and then provide training for a team of local anglers and ghillies that are interested in participating in the survey. An initial survey will be conducted on the River Snizort and then further surveys will be conducted on other rivers.,3,,Bird survey techniques training for SLRT staff,SLRT,Local fishing syndicate,200,200,Yes,200,Unfunded,Annual,Funding; staff availability/shortage,142599,846812,,,,,,,,Skye,FD34,MA0163,acc4931c-289a-4548-a4b8-5ffc8048271b,Local Fishery Trust,Little Confidence,0,-6.291039724,57.43851601
2285,Skin disease,"There have been increased sightings of various skin diseases, such as red vent syndrome and red skin disease, on wild adult salmon in the SLRT area.",Disease,,Ongoing,Low,SLRT will raise awareness with local anglers and fishing syndicates for what signs to look for on any wild fish caught. Anglers will be encouraged to submit sightings on the FMS skin disease mobile app to collect further information about how widespread these diseases are in the SLRT area,N,SLRT provide information and training to local anglers regarding the signs of different skin diseases and how to report them.,5,,,SLRT,Local fishing syndicate,0,0,Yes,0,Unfunded,Annual,Funding; staff availability/shortage,139058,835903,,,,,,,,Skye,FD34,MA0164,ba7f359c-4f57-4da3-a96c-d284055c5593,Local Fishery Trust,Estimate,0,-6.338277217,57.33878422
2286,Genetic conservation programme,"In order to combat declining salmon and sea trout densities, there has been renewed urgency from proprietors and the angling community to introduce small scale genetic conservation programmes in SLRT rivers. These programmes would use small numbers of local salmon and sea trout broodstock to produce offspring which would be released back into their natal river. This activity would occur in concert with catchment-wide habitat restoration works.",Other,"Water Quality, Water Quantity, Water Temperature; Instream and Riparian Habitat; Aquaculture; Predation; Survival",Planned,High,The main objective of this project is to embark on a catchment wide assessment of a river to improve riparian habitat and in-stream conditions to support the increased survival of juvenile salmon and sea trout and ultimately reach a level where the population is able to sustain itself  without human interference. Broodstock eggs would be used in Salmonid in the Classrooms programmes to raise awareness in local schools. Baseline electrofishing data will collected in areas where fry from this programme would be released and continued juvenile surveys would provide further insight into the survival rates of stocked juveniles compared to existing levels of salmonids.,R,"An initial large-scale assessment of a catchment would be conducted to identify necessary habitat improvement works, collect data on existing juvenile habitats and investigate options for on-site small scale hatchery facilities. Once an appropriate catchment has been identified, a study design will be created to quantify the impacts of this project. Funding will likely need to come from both public and private grants.  ",3,,,SLRT,"Local proprietor, fishing syndicate",200000,5000,Yes,50000,Unfunded,More than 5 Years,Funding; infrastructure; staff availability/shortages,142912,847727,https://drive.google.com/file/d/1pbD0IfymVWAXib1pvIMfkWyNiryx-9HH/view?usp=sharing,,,,,,,Skye,FD34,MA0165,02cdf3e6-41e6-47bc-9c7c-5fdccc917b97,Mix of Private & Public Funding,Little Confidence,195000,-6.286800724,57.44688944
2287,Water temeprature data loggers,"The water temperature of freshwater systems plays an important role in the survival of salmonids. As result of climate change, increases in water temperatures across Scotland’s river systems have been observed and it is expected that further predicted warming will have severe impacts on wild fish. There are limited long term data available regarding water temperatures across Skye and Lochalsh but a network of temperature data loggers across the SLRT area could provide further information on the temperature changes local rivers are experiencing.",Water Temperature,,Planned,Low,The main objective of this project is to develop a network of water temperature data loggers across Skye and Lochalsh rivers to monitor annual changes in temperature and alert the Trust to any concerning increases that could threaten local salmonid populations,L,Identify funding that would allow the purchase of temperature data loggers and the equipment needed to operate and house them safely. SLRT staff would collect any reported data and maintain a long term dataset that could be shared with local stakeholders and government organisations.,5,,Identify most suitable catchments to host data loggers,SLRT,,2000,0,Yes,2000,Unfunded,More than 5 Years,Funding; staff availability/shortage,147836,827754,,,,,,,,Skye,FD34,MA0166,9e7cddd3-f78e-41f8-b5df-0f79afbe1dc1,Public Funding,Little Confidence,2000,-6.184531901,57.27071541
2288,Improving Upstream Fish Passage at Spey Dam,"Spey Dam was constructed in 1942 in order to provide hydroelectric power to meet the demands of WW2. However, since it’s construction it has caused consistent environmental problems for the Spey and specifically, the population of Atlantic salmon. One of the major issues is that of upstream fish passage. Although a fish pass is present at Spey Dam, it is antiquated and ineffective. This is evident by the juvenile salmonid electrofishing surveys that the board have conducted over the decades as well as a study that estimates that only 29 fish successfully traversed the fish pass in 2015. As a result, it is of utmost importance to increase passability of Spey Dam to spawning salmonids.",Obstacles to Fish Passage,,Ongoing,High,To increase the density of juvenile salmonids above Spey Dam by increasing upstream passage of spawning adult fish,D,The following steps at Spey Dam are scheduled to improve upstream fish passage. 1) Install a lighting system within the fishpass to match external lighting conditions 2) Conduct a topographic survey of the fishpass to model improvements that can be made to reduce turbulence 3) Physically modify the notches of the fishpass to improve passage 4) Monitor improvements in fish passage through redd counts and electrofishing,1,https://docs.google.com/document/d/1-0Fz98sqe-eEu2sXaf9vYX7-MPRkGpha/edit?usp=share_link&ouid=114143616884149740140&rtpof=true&sd=true,"Topological survey of the fish pass, modelled best actions to improve passage, juvenile salmonid density upstream of Spey Dam",GFG,,200000,0,Yes,0,Funding Secured,Within 2 Years,"Working with old infrastructure without interferring with the Salmonid life cycle, current fish pass is too steep",258192,793542,https://drive.google.com/file/d/1AO_LOCD5r1ck-nTZpX9NamkSvGN2s4tW/view?usp=share_link,,,,,,,Spey,FD35,MA0342,dea0a1e7-2b2f-402b-87d7-6689d7f8591e,Private Finance,Estimate,200000,-4.336926488,57.01123433
2289,Improving Fish Passage at Mashie Dam,"In accordance to demands for hydropower, the river Mashie was also dammed during the same period as the construction of Spey Dam. However, unlike Spey Dam, no fish pass is present at the site, preventing migratory fish from travelling upstream. Consequently, dam removal or the construction of a new fish pass would help to re-extend the range of migratory salmonids in the Spey.",Obstacles to Fish Passage,,Initiated,Low,To judge the viability of dam removal/fish pass construction at the Mashie,B,1) Discuss with GFG about the potential to remove the Mashie Dam 2) Survey the Dam for fishpass construction options 3) Construct fishpass/remove the dam,1,https://drive.google.com/file/d/1gN6hmVlsU7e3Tq-k7b21jZeFGtjUDGkg/view?usp=share_link,Cost Benefit analysis of removing the dam or installing a fish pass,GFG,,250000,20000,Yes,0,Unfunded,Within 5 Years,"Unwillingness to reduce abstraction, costs of fish pass construction or dam removal",259150,792741,https://drive.google.com/file/d/1fTRXMrDusLkjPQhXU_vQybpzrsLJnD4r/view?usp=share_link,,,,,,,Spey,FD35,MA0343,aee9918f-6f24-4ef3-ba5e-cf8657bf5364,Private Finance,Little Confidence,250000,-4.320716789,57.00433789
2290,Return Salmon to the Markie,"Located upstream of Spey dam, a salmon heck was installed in the river Markie by SEPA due to concerns that the substrate was too volatile for spawning salmon. This may not have been the case however and removal of the heck would re-extend the range of migratory salmonids in the Spey. However, restoring the salmon population on the Markie is dependant on improving upstream passage at Spey Dam.",Obstacles to Fish Passage,,Planned,Low,To remove the Salmon Heck on the Markie and allow historic Salmon spawning to resume,B,1) Consult with SEPA on the viability of the Markie to support juvenile salmonids 2) Remove the Salmon heck on the Markie,1,,,SEPA,GFG,50000,5000,Yes,0,Unfunded,Within 5 Years,Reliant on improving passage at Spey dam,257964,793868,https://drive.google.com/file/d/18uXP-oAa1dNDPD_bU6NJQ03zyUZAoAjG/view?usp=share_link,,,,,,,Spey,FD35,MA0344,92173096-6e8c-492c-8644-aa647e4e6cbd,Private Finance,Little Confidence,50000,-4.340861578,57.01409036
2291,Returning Fish Passage to the Cuaich,"The river Cuaich and its associated tributaries were dammed in the 1940’s. However, unlike other dams in the catchment, no compensation flow was established. Consequently, the Allt Cuaich is little more than a dry riverbed in normal conditions, bereft of a stable migratory salmonid population. Rewatering the Cuaich is a top priority to the Spey Board but it is not the only required action. Re-profiling of the Cuaich will be required to turn a compensation flow into suitable salmonid habitat in addition to the removal of the salmon heck at the base of the Cuaich to permit passage.",Obstacles to Fish Passage,,Planned,High,To re-water the cuaich and increase the range of Salmon in the Spey,S,1) Discuss the potential of a compensation flow at Loch Cuaich with SSE 2) Re-profile the remmaints of the Cuiach to support juvenile salmonids with a potential compensation flow 3) Establish a compensation flow at the Cuaich 4) Remove the salmon heck at the base of the Cuaich,3,https://www.speyfisheryboard.com/allt-cuaich-trickle-resistant-salmon/,"Hydrological survey of the cuaich, Cost Benefit analysis of starting a compensation flow at Loch Cuaich",SSE,,100000,20000,Yes,0,Unfunded,Within 5 Years,Unwillingness to reduce abstraction,269032,787300,https://drive.google.com/file/d/1Q367S7Jd6j2aqUgE4y5KlcSGSVXQcfta/view?usp=share_link,,,,,,,Spey,FD35,MA0345,4d2de73a-651b-44ec-8469-eb3ca18a8812,Mix of Private & Public Funding,Estimate,100000,-4.155319899,56.95840313
2292,Monitoring Fish Passage at the Truim Hydropower Intake,"The River Truim is abstracted for the Tummel hydropower scheme. However, unlike other large barriers in the system, the Truim intake provides efficient passage both upstream and downstream. The Spey Board has been contracted to monitor juvenile salmonid densities upstream and downstream of the intake in order to assess if current passage levels are sufficient.",Obstacles to Fish Passage,,Ongoing,Medium,To conduct a 5 year study into the juvenile salmonid density above the Truim Hydropower Intake,L,1) Conduct a 5 year electrofishing survey that covers sites both above and below the Truim hydropower intake 2) Produce a report of the results for SSE,3,,,SSE,,5000,1000,No,0,Funding Secured,Within 2 Years,,263816,783487,https://drive.google.com/file/d/15mtW7hLWsmAiVv2n1jxww01ziFJ16GpI/view?usp=share_link,,,,,,,Spey,FD35,MA0346,0312e60d-075f-4c7e-90fb-73f82969f2e2,Private Finance,Very Confident,0,-4.238968899,56.92266866
2293,Monitoring effects of recent fish pass construction,"Numerous low-head barriers (< 10 m) impact and fragment the Spey. Many of these barriers are weirs constructed by distilleries in order to abstract water for cooling. Some of these weirs have fish passes installed to allow upstream and downstream passage. As a result, the board monitors upstream of recent fish pass construction in order to document and report the effects of passage improvement.",Obstacles to Fish Passage,,Ongoing,Medium,To monitor the impacts of fish pass construction on juvenile salmonid density across numerous weirs on the Spey,L,1) Locate all areas of recent fishpass construction on the Spey 2) Conduct annual quantitative electrofishing surveys upstream of new fishpasses 3) Compare with historical electrofishing records,1,,,SFB,,0,2000,Yes,0,Partially Funded,Annual,,330423,836802,https://drive.google.com/file/d/1zuVSP1OczbORdLq1T28g2WSSREQR8m4D/view?usp=share_link,,,,,,,Spey,FD35,MA0347,cda539e3-120f-4ea1-a482-ab8052263d7e,Local DSFB,Very Confident,0,-3.159956563,57.41631481
2294,Understanding the impacts of Beaver Introduction,"Beavers are currently set to be introduced to the Cairngorm national park by 2025. Although these mammals could benefit the Spey through regulating flooding and creating suitable habitat, there is a concern that they may impact the upstream and downstream passage of salmonids. Modelling the likelihood of beaver dam construction and comparing with juvenile salmonid density is likely to reveal hotspots of potential conflict and provide a head start in implementing mitigation strategies.",Obstacles to Fish Passage,,Initiated,High,To investigate and predict key areas of potential conflict between salmonids and Beavers,K,1) Discuss with CNPA to determine most likely area of Dam construction across the catchment 2) Map out juvenile salmonid densities in areas of high dam likelyhood 3) Develop potential mitigation strategies based around the most high risk of conflict areas,5,https://cairngorms.co.uk/caring-future/cairngorms-nature/priority-species/eurasian-beaver/,"Probability map of beaver dam location, predicted beaver movements post-release, juvenile salmonid density and redd count density",SFB,CNPA,50000,2500,Yes,0,Partially Funded,Within 1 Year,Modelling and predictions will not map exactly onto the real life implications,276485,800519,https://drive.google.com/file/d/1MaGCW5-Pix_YIwGCJ2QbtGJHV3Oel62O/view?usp=share_link,,,,,,,Spey,FD35,MA0348,d11eb08b-bdd3-49a2-80f8-29dc04c7563a,Public Funding,Fairly Confident,45000,-4.039337644,57.07913029
2295,Investigating the impact of Loch Insh on the Smolt run,"Loch Insh is a natural widening of the Spey rather than a true Loch. However, in 2022 an acoustic telemetry study conducted by the AST revealed that Loch Insh may be a pinch point of smolt mortality during migration. The board aims to repeat the acoustic study in subsequent years to investigate if Loch Insh is truly a pinch point, the reasons for high mortality and potential remedies.",Obstacles to Fish Passage,,Initiated,Medium,To continue the study into the passability of Loch Insh for smolts and the significant affecting factors,P,1) Conduct a study into the movement of acoustically tagged smolts through Loch insh in 2023 and 2024 2) Retrieve the data and compare with the AST's results for Loch Insh in 2022 3) Determine if a trap and transport operation is required at Loch Insh,1,https://www.sciencedirect.com/science/article/abs/pii/S092585742100015X,Flow and depth survey of Loch Insh,SFB,,40000,15000,No,0,Unfunded,Within 1 Year,"Difficult to find suitable smolt capture location, expense of acoustic tags",282912,804331,https://drive.google.com/file/d/1tA5kbO3a8cB8Gwjxp1KCqauv_Rb8RtZD/view?usp=share_link,,,,,,,Spey,FD35,MA0349,07961b88-b62d-4acb-ae3a-526ac4026333,Local DSFB,Very Confident,20000,-3.935159848,57.11503486
2296,Investigating the impact of Spey Dam on the Smolt run,"Although smolts are known to successfully traverse Spey Dam, the survival percentage of smolts that attempt to pass the reservoir upstream is unknown. It is possible that some smolts are disorientated by flow patterns within the reservoir and travel down the abstraction cut towards Loch Laggan. Consequently, a multi-stage smolt tracking project above Spey Dam has been initiated to shed some light on this situation.",Obstacles to Fish Passage,,Initiated,High,To investigate the passability of Spey reservoir for smolts and the significant affecting factors,P,1) Conduct a capture-mark-recapture study of smolts above Spey dam to estimate survival percentage 2) Conduct a acoustic tracking study of smolts above spey dam to track passage paths 3) Conduct habitat modifications to improve smolt survival,1,https://www.sciencedirect.com/science/article/abs/pii/S092585742100015X,Flow and depth survey of Spey reservoir,GFG,SFB,75000,0,No,0,Funding Secured,Within 3 Years,Environmental conditions have potential to damage smolt trap,256803,793390,https://drive.google.com/file/d/17aUwD7Fp-yV5pH-w-8_ofL7jLPInkY-U/view?usp=share_link,,,,,,,Spey,FD35,MA0350,af02f8c9-83dc-4a2f-9865-3676c7e2f607,Private Finance,Fairly Confident,60000,-4.359692386,57.00944116
