ObjectID,Proposed Management Action,Strategy,Scale,Resources,Data Requirements,Lead Organisation,Potential Partners,Capital Cost,In-Kind Contributions,Maintainance Required,Annual Cost,Funding Available,Completion Date,District,Costing Certainty,Funding Shortfall,Funding_Status_TRUE,Shortfall_Captial,Shortfall_In-Kind,Shortfall_Annual,Conditioned_Total_Costings,Combined_Costings,Choosing the Costing Variable,Filtered_Costings_Data
7692,F,Increase fenced buffers and reduce damaging agricultural practices. Encourage Scottish Water to improve sewage discharges.,1,,,Scottish Water,"Landowners, DSFB, SEPA, Ayrhsire Rivers Trust",100000,0,Yes,,Unfunded,More than 5 Years,Girvan,Estimate,100000,Unfunded,Yes,No,No,,100000,100000,100000
7733,Q,Plant native broadleaf trees with heavy duty stakes and guards. Remove guards once trees have reached a sufficent size.,1,,,Ayrshire Rivers Trust,Landowner and DSFB,99000,0,No,,Unfunded,More than 5 Years,Stinchar,Very Confident,99000,Unfunded,Yes,No,No,,99000,99000,99000
7203,F,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",4,,,Ayrshire Rivers Trust,"Landowners, DSFB, AECS, RSPB, Local Authority",95200,,No,,Unfunded,More than 5 Years,Ayr,Very Confident,95200,Unfunded,Yes,No,No,,95200,95200,95200
7754,P,Initiate studies to determine extent of problem,1,https://www.researchgate.net/publication/277786004_An_assessment_of_recovery_targets_endpoints_and_timelines_associated_with_the_proposed_restoration_of_Loch_Fitty_Fife,Argulus level measurements,Forth District Salmon Fishery Board,"Fish Health Inspectorate
Forth Rivers Trust
Marine Directorate
Sottish Government",80000,5000,Yes,10000,Unfunded,Annual,Forth,Estimate,95000,Unfunded,No,No,No,190000,95000,190000,190000
7731,Q,Protect the instream habitat by planting broadleaf trees to provide shade. Remove conifer regeneration,1,,,Ayrshire Rivers Trust,"Landowner, FLS and DSFB",91740,0,Yes,,Unfunded,More than 5 Years,Stinchar,Very Confident,91740,Unfunded,Yes,No,No,,91740,91740,91740
1940,G,"Exclude grazers from existing riparian woodlands.

 Repair any existing stock enclosures.",3,See River Brora Fisheries Review and management Plan 2020 to 2025,See River Brora Fisheries Review and management Plan 2020 to 2025,Landowner with assistance from the DSFB,Landowner with assistance from the DSFB,0,500,Yes,0,Unfunded,Within 4 Years,Brora,Fairly Confident,90000,Unfunded,No,No,No,90500,500,90500,90500
7179,G,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",4,,,Ayrshire Rivers Trust,Landowner and DSFB,89860,,No,,Unfunded,More than 5 Years,Ayr,Very Confident,89860,Unfunded,Yes,No,No,,89860,89860,89860
7726,Q,Plant native broadleaf trees with heavy duty stakes and guards. Remove guards once trees have reached a sufficent size.,1,,,Ayrshire Rivers Trust,Landowner and DSFB,89600,0,No,,Unfunded,More than 5 Years,Stinchar,Very Confident,89600,Unfunded,Yes,No,No,,89600,89600,89600
7718,Q,Strategic planting of  locally sourced broadleaf trees with potection (guards and stakes) in the upper reaches,1,,,DSFB,Ayrshire Rivers Trust and Landowners,89600,0,Yes,,Unfunded,Within 5 Years,Stinchar,Fairly Confident,89600,Unfunded,Yes,No,No,,89600,89600,89600
7192,G,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",4,,,Ayrshire Rivers Trust,Landowner and DSFB,88880,,No,,Unfunded,More than 5 Years,Ayr,Very Confident,88880,Unfunded,Yes,No,No,,88880,88880,88880
7762,L,Identify vectors which could encourage spread,5,https://forthriverstrust.org/wp-content/uploads/2019/01/ID_Pacifastacus_leniusculus_Signal_crayfish.pdf,Historic and current INNS sighting and treatment data,NatureScot,"Loch Lomond & The Trossachs National Park
NatureScot
Land owners with INNS on their land
SEPA
Volunteers
Members of the public",60000,5000,Yes,5000,Unfunded,Annual,Forth,Very Confident,85000,Unfunded,No,No,No,155000,70000,155000,155000
7663,F,Prevent minewater inputs reaching watercourses e.g. locate and divert inputs into treatment facilities/ reed bed system. Requires further discussion with SEPA to identify further options.,5,,,Ayrshire Rivers Trust,"Landowner and DSFB, Coal Authority, SEPA, Scottish Government",80000,0,Yes,4000,Unfunded,,Doon,Estimate,84000,Unfunded,No,No,No,168000,84000,168000,168000
3530,L,All reports of potentially damaging pollution incidents to be immediately referred to SEPA. The Clyde River Foundation (CRF) will maintain its capability to undertake independent investigations and impact assessments. The CRF will continue to identify loc,4,None,"Contemporaneous water quality data, generated either by Clyde River Foundation or third party investigations.",Scottish Environmental Protection Agency,"Local angling clubs and associations, River Clyde Fisheries Management Trust, Clyde River Foundation.",30000,5000,Yes,50000,Unfunded,More than 5 Years,Clyde,Estimate,80000,Unfunded,No,No,No,165000,85000,165000,165000
7406,F,Work with landowners to install fencing excluding livestock and restore riparian buffers.,4,,,Ayrshire Rivers Trust,Landowners,80000,,Yes,,Unfunded,More than 5 Years,Irvine and Garnock,Estimate,80000,Unfunded,Yes,No,No,,80000,80000,80000
7673,M,Identify and map areas of  peatland that require restoration and source funding. Work with partners and landowners to block drains along with other restoration actions.,5,,Peat Depth and condition,Nature Scot,"Ayrshire Rivers Trust, RSPB, Landowner, FLS, ",80000,0,No,,Unfunded,More than 5 Years,Doon,Estimate,80000,Unfunded,Yes,No,No,,80000,80000,80000
7795,B,Removal of barrier to fish migration,4,"https://forthriverstrust.org/project/seafield-weir-removal/
","Structure dimensions
LiDAR data
Level readings
Morphological walkover survey data
River Habitat Survey (RHS) data
Digital terrain model from UAV (drone)
Orthomosaic from UAV (drone)
Animal population data (electrofishing, invertebrate samples, eDNA, etc.)",Forth Rivers Trust,"NatureScot
Landowner",80000,20000,No,0,Funding Secured,Within 1 Year,Forth,Very Confident,80000,Funded,Yes,No,No,,100000,100000,100000
7197,G,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",4,,,Ayrshire Rivers Trust,Landowner and DSFB,79260,,No,,Unfunded,More than 5 Years,Ayr,Very Confident,79260,Unfunded,Yes,No,No,,79260,79260,79260
2267,F,Place water quality and water temperature probes at specific locations within Nith catchment.  Liaise with Landowners/SEPA regarding any issues detected. ,4,,,Nith District Salmon Fishery Board/Nith Catchment Fishery Trust,"Vodaphone Business, Glasgow University, Marine Directorate",50000,10000,Yes,15000,Partially Funded,Annual,Nith,Very Confident,75000,Funded,No,No,No,150000,75000,150000,150000
3536,N,"Since 2002 the Clyde River Foundation (CRF) has engaged with 441 (78.5%) of all primary schools in the catchment = 43,206 children through our ""Clyde in the classroom"" project. The CRF has also taken 6563 children from 280 classes into the river during ou",4,None,None,Clyde River Foundation,"Local Authorities, Primary Schools, Secondary Schools,  Local angling clubs and associations, General Public, Crown Estate Scotland, Glasgow Airport.",25000,25000,Yes,50000,Partially Funded,Within 5 Years,Clyde,Very Confident,75000,Funded,No,No,No,175000,100000,175000,175000
7484,Q,Fencing may be required in selected areas to future proof against climate change by encouraging natural regeneration and succession.,4,,,Ayrshire Rivers Trust,Landowner and DSFB,73320,,No,,Unfunded,More than 5 Years,Stinchar,Very Confident,73320,Unfunded,Yes,No,No,,73320,73320,73320
7189,G,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",4,,,Ayrshire Rivers Trust,Landowner and DSFB,72640,,No,,Unfunded,More than 5 Years,Ayr,Very Confident,72640,Unfunded,Yes,No,No,,72640,72640,72640
7188,G,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",4,,,Ayrshire Rivers Trust,Landowner and DSFB,72000,,No,,Unfunded,More than 5 Years,Ayr,Very Confident,72000,Unfunded,Yes,No,No,,72000,72000,72000
7225,G,"Supplementary planting of trees and shrubs, and other understory species in already established or aging woodlands surrounding rivers and burns. Provide grazing protection within current mature woodlands.",5,,,Ayrshire Rivers Trust,"DFSB, Landowner, Forestry Land Scotland, NatureScot",70000,,No,2000,Unfunded,More than 5 Years,Ayr,Estimate,72000,Unfunded,No,No,No,144000,72000,144000,144000
7391,B,"Investigate the barrier with a view to partial removal to benefit fish passage. Alternatively, design and construct a technical fish pass solution.",1,,Technical fish pass design,Ayrshire Rivers Trust,Landowner (Dalgarven Mill) and SEPA,70000,,Yes,1000,Unfunded,More than 5 Years,Irvine and Garnock,Little Confidence,71000,Unfunded,No,No,No,142000,71000,142000,142000
7427,H,"Erect fencing and engage with landowners to ensure riparian margins are adequately protected and suitable buffers are provided. Engage with all landowners and agree targets for improvement including improving land management practices, restoration of ripa",4,,,Ayrshire Rivers Trust,"Landowners, SEPA, SAC",70000,,Yes,500,Unfunded,Within 5 Years,Irvine and Garnock,Little Confidence,70500,Unfunded,No,No,No,141000,70500,141000,141000
3109,B,Raise awareness of these issues with SEPA and SSE. Instigate investigations of smolt passage through hydro installations.,1,,,SEPA,"SEPA, SSE, Marine Scotland, NatureScot",50000,20000,Yes,20000,Unfunded,Within 5 Years,Tay,Estimate,70000,Unfunded,No,No,No,160000,90000,160000,160000
7378,B,Full or partial removal of the weir. Design and construct a solution to improve fish migration.,1,,,Ayrshire Rivers Trust,"SEPA, Local Authority, angling club, ART",70000,,No,,Unfunded,Within 5 Years,Irvine and Garnock,Fairly Confident,70000,Unfunded,Yes,No,No,,70000,70000,70000
7825,L,Deliver of science for the better understanding of rivers around the Forth,5,https://forthriverstrust.org/science/research/genetics-research/ ,gets collected here,Forth Rivers Trust,,40000,5000,No,10000,Unfunded,More than 5 Years,Forth,,70000,Unfunded,No,No,No,125000,55000,125000,125000
7194,G,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",4,,,Ayrshire Rivers Trust,Landowner and DSFB,69522,,No,,Unfunded,More than 5 Years,Ayr,Very Confident,69522,Unfunded,Yes,No,No,,69522,69522,69522
7734,Q,Plant native broadleaf trees with heavy duty stakes and guards. Remove guards once trees have reached a sufficent size.,1,,,Ayrshire Rivers Trust,Landowner and DSFB,66000,0,No,,Unfunded,More than 5 Years,Stinchar,Fairly Confident,66000,Unfunded,Yes,No,No,,66000,66000,66000
3531,S,"To identify areas where water quantity is likely to affect salmon production. These locations will be where upstream migration of adults is slowed or prevented, where the extent of viable spawning and juvenile production areas are limited or where lack of",4,None,"SEPA flow data, Marine Directorate temperature modelling data, compensation flow data from SW reservoirs. CRF habitat and fishery data.",Scottish Environmental Protection Agency,"Marine Directorate, Scottish Water and the Clyde River Foundation.",40000,5000,No,25000,Unfunded,More than 5 Years,Clyde,Estimate,65000,Unfunded,No,No,No,135000,70000,135000,135000
7719,G,Provide Stock proof fencing to protect riparian margins.,3,,,DSFB,Ayrshire Rivers Trust and Landowners,61120,0,No,,Unfunded,Within 5 Years,Stinchar,Fairly Confident,61120,Unfunded,Yes,No,No,,61120,61120,61120
2189,Q,"To date riparian tree planting has focussed on the upper Big Water of Luce, Laganabeastie Burn and upper Penwhirn Burn - these need on-going maintenance, beaten up and tree guards removed once trees are of suffient size (~5 years after planting).  A list of priority waters to plant up needs to be compiled.  Some of these waters may need riparian conifer regen removed or stock proof fencing erected before hard woods planted.  Adequate tree protection and on-going maintenance will be required.  Aim to plant a minimum of 1,000 trees annually (if funding secured)",3,https://www.gov.scot/publications/scotland-river-temperature-monitoring-network-srtmn/,On-going surveys required to check on health of planted trees and undertake maintenance as required (including cutting conifer regen).,GFT,"Luce DSFB, FLS, private forest interests",0,0,Yes,15000,Unfunded,Annual,Luce,Fairly Confident,60000,Unfunded,No,No,No,75000,15000,75000,75000
2296,P,1) Conduct a capture-mark-recapture study of smolts above Spey dam to estimate survival percentage 2) Conduct a acoustic tracking study of smolts above spey dam to track passage paths 3) Conduct habitat modifications to improve smolt survival,1,https://www.sciencedirect.com/science/article/abs/pii/S092585742100015X,Flow and depth survey of Spey reservoir,GFG,SFB,75000,0,No,0,Funding Secured,Within 3 Years,Spey,Fairly Confident,60000,Funded,No,No,No,135000,75000,135000,135000
2297,R,1) Capture broodstock from appropriate locations on the spey 2) Collect eggs and raise to eyed ova in the hatchery 3) Plant out ova above anthropogenic barriers,5,https://academic.oup.com/icesjms/article/78/10/3479/6425092?login=false,Map of all impassable anthropogenic barriers in the catchment,SFB,,0,60000,Yes,60000,Unfunded,Annual,Spey,Very Confident,60000,Unfunded,No,Yes,Yes,,120000,120000,120000
2937,F,Employ a restoration Project Officer to liase with landowners and  deliver riparian and instream habitat improvements as outlined in the survey report. Identify agri-environment and forestry grants to fund works and where not possible identify other sources of funding.,1,,Walkover survey for Isla,DBIRT,"Deveron DSFB, AST, SEPA, CBEC, Moray Council",26000,0,Yes,0,Partially Funded,Within 5 Years,Deveron,Little Confidence,60000,Funded,No,No,No,86000,26000,86000,86000
3535,O,"To map the invasive non native species distribution, identify high impact sites, apply best practice control methods and report the effects of the interventions.",1,None,Clyde River Foundation invasive non native species data. Complete the remaining invasive non native species surveys required on the Clyde catchment. Identify potential land owners and partners.,Clyde River Foundation,"Scottish Environmental Protection Agency, Riparian Landowners, Local Authorities.",10000,5000,Yes,50000,Unfunded,More than 5 Years,Clyde,Estimate,60000,Unfunded,No,No,No,125000,65000,125000,125000
3537,L,To combine our field effort with that required for National Electrofishing Programme for Scotland (NEPS) to expand our total coverage of the catchment.,4,None,"Clyde River Foundation monitoring data, National Electrofishing Programme for Scotland (NEPS) data, Scottish Environmental Protection Agency data.",Clyde River Foundation,"Crown Estate Scotland,  Local angling clubs and associations, Marine Directorate, Fisheries Management Scotland.",30000,20000,Yes,30000,Partially Funded,More than 5 Years,Clyde,Fairly Confident,60000,Funded,No,No,No,140000,80000,140000,140000
2933,G,Identify where trees are most needed then work with landowners and funders to develop riparian deciduous tree planting projects to provide shade and minimise river warming.,3,https://webarchive.nrscotland.gov.uk/3000/https://www.gov.scot/Resource/0053/00537002.pdf,Data on areas of catchment most at risk from warming,DBIRT,"Deveron DSFB, AST",0,0,Yes,0,Funding Secured,Within 5 Years,Deveron,Very Confident,60000,Funded,No,No,No,60000,0,60000,60000
7186,G,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",4,,,Ayrshire Rivers Trust,Landowner and DSFB,57080,,No,,Unfunded,More than 5 Years,Ayr,Very Confident,57080,Unfunded,Yes,No,No,,57080,57080,57080
7182,G,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",4,,,Ayrshire Rivers Trust,Landowner and DSFB,55863,,No,,Unfunded,More than 5 Years,Ayr,Very Confident,55863,Unfunded,Yes,No,No,,55863,55863,55863
7181,G,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",4,,,Ayrshire Rivers Trust,Landowner and DSFB,55520,,No,,Unfunded,More than 5 Years,Ayr,Very Confident,55520,Unfunded,Yes,No,No,,55520,55520,55520
2258,N,Organise and operate a school’s programme from Primary to University students. Attend public events. Run volunteer days and community engagement days. Take on Interns. Industry awareness events.,5,,,Nith Catchment Fishery Trust/ Nith District Salmon Fishery Board,"D&G Council, Buccleuch Estate, Blackwood Estate, river proprietors, education authority, Holywood Trust, Misses Robinson Charitable Trust, SPEN. ",35000,20000,No,55000,Partially Funded,Annual,Nith,Fairly Confident,55000,Funded,No,No,Yes,,110000,110000,110000
7223,L,"Use of smolt traps possibly on the Catrine (253581,626099) and/or Nethermills (234332,621528) weirs.",4,,,Ayrshire Rivers Trust,DSFB,30000,,Yes,25000,Unfunded,N/A,Ayr,Little Confidence,55000,Unfunded,No,No,No,110000,55000,110000,110000
7810,L,Deliver of science for the better understanding of rivers around the Forth,5,https://youtu.be/s-GYPylnNDs?si=gU5z4ccIYmVXv-hL ,gets collected here,Forth Rivers Trust,,40000,25000,Yes,15000,Unfunded,More than 5 Years,Forth,,55000,Unfunded,No,No,No,135000,80000,135000,135000
7812,L,Identify pressures on our rivers,4,https://forthriverstrust.org/science/ ,,Forth Rivers Trust,Scottish Water,20000,5000,Yes,20000,Unfunded,More than 5 Years,Forth,,55000,Unfunded,No,No,No,100000,45000,100000,100000
7705,Q,Plant native broadleaf trees with stakes and guards in areas where trees are reaching maturity and natural regneration is low. Remove tree guards once trees have reached sufficient size,4,,,Ayrshire Rivers Trust,"Landowners, DSFB, NatureScot, Forestry Land Scotland",50000,0,No,4000,Unfunded,More than 5 Years,Girvan,Estimate,54000,Unfunded,No,No,No,108000,54000,108000,108000
7398,G,"Investigate state of erosion and requirements for green engineering. Evaluate costs of providing stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees.",3,,Walkover surveys or drone surveys,Ayrshire Rivers Trust,"Landowner, SEPA",50000,,Yes,2000,Unfunded,More than 5 Years,Irvine and Garnock,Estimate,52000,Unfunded,No,No,No,104000,52000,104000,104000
7672,G,"Supplementary planting of trees and shrubs, and other understory species in already established or aging woodlands surrounding rivers and burns across the whole catchment.",5,,,Ayrshire Rivers Trust,"Landowner,DSFB, Nature Scot and others",50000,0,Yes,2000,Unfunded,More than 5 Years,Doon,Estimate,52000,Unfunded,No,No,No,104000,52000,104000,104000
7711,F,Installing Large Woody structures instream to create more diverse instream flows and habitat. Make use of fallen of felled Ash for environmental benefit. Installation of around 20 woody structures from reclaimed ash.  Electrofishing before and after installation to determine impact.,3,,Location of Ash trees identified for felling ,Ayrshire Rivers Trust,Landowners and DSFB,50000,0,Yes,2000,Unfunded,More than 5 Years,Stinchar,Fairly Confident,52000,Unfunded,No,No,No,104000,52000,104000,104000
7404,F,Green Engineering and 3km of Livestock exclusion through fencing,1,,,Ayrshire Rivers Trust,Landowner,49600,,Yes,1200,Unfunded,More than 5 Years,Irvine and Garnock,Fairly Confident,50800,Unfunded,No,No,No,101600,50800,101600,101600
7428,Q,Work with woodland owners and other landowners to identify areas with low natural regeneration and identify why. Install livestock or deer fencing around mature riparian woodlands. Plant native trees and shrubs in areas of lacking younger generations of t,5,,,NatureScot,"Ayrshire Rivers Trust, owner, SAC, Forestry Land Scotland",500000,,Yes,5000,Unfunded,More than 5 Years,Irvine and Garnock,Estimate,50500,Unfunded,No,No,No,555500,505000,555500,555500
7708,Q,Provide stock proof fencing to create buffers and allow managed grazing. Plant buffers with locally sourced broadleaf trees.,3,,,DSFB,Landowner and Ayrshire Rivers Trust,500000,0,No,1000,Unfunded,More than 5 Years,Stinchar,Estimate,50100,Unfunded,No,No,No,551100,501000,551100,551100
2078,B,"Apply for grant funding to cover the costs of flood risk assessment, hydrology and physical removal of the weir",1,,"SEPA flood risk, Hydromorphology etc.",Local DSFB,"Balnagowan estate, SEPA, CRC, CBEC",50000,0,No,0,,Within 5 Years,Cromarty,Very Confident,50000,Unfunded,Yes,No,No,,50000,50000,50000
2092,H,"Work with SEPA to ensure compliance to regulations to protect watercourses (General Binding Rules) and to ensure effective buffer strips are in place. Assist land magers, owners and farmers who go beyond the legal minimum requirements to create buffer strips. Help with funding applications and offer top up funding if necessary, on a case-by-case basis, for buffer strips, off-stream drinking points for livestock, or wetland creation. Highlight and support implementation of Aberdeenshire Council’s buffer strips policy by developers. The Board will continue to assist SEPA by reporting or responding to breaches of the controlled activity regulations (CAR) and associated General Binding Rules. Highlight to SEPA, and to Scottish Government, where regulatory standards are not achieved and seek pelties. Press for the ‘polluter pays’ principle and environmental repatriation to restore the environment to its pre-pollution state. Provide guidance to developers to avoid impacts to fish stocks, through the planning process and advice. We will highlight incidents that occur and seek for polluters to be held to account. Highlight the pollution incidents that occur at Scottish Water’s Waste Water Treatment Plants. We will encourage anyone to report pollution incidents to the Board and SEPA. Through the Dee Catchment Partnership, we will support the Council in promoting good maintence of private septic tanks.",5,,"Baseline water quality information, equivalent information for types of invertebrates expected to be present given a certain set of habitat conditions.",Dee DSFB,"SEPA, Buglife, FMS, DCP, NFU",12000,6733,No,46733,Unfunded,Annual,Dee,Estimate,50000,Unfunded,No,No,No,115466,65466,115466,115466
2093,G,"Provide fish-specific guidance to feed into Scottish Water’s strategy for water scarcity. Feed into SEPA's Water Supply & Waste Water Sector Plan and encourage water storage options in the catchment. Highlight to Scottish Government that river abstraction for public water supply requires extra support and this must be incorporated into their climate strategy. Build on the abstraction study (2012) to highlight concerns to SEPA and Scottish Government to encourage new policy development for water standards., such as lower summer abstraction rates. Highlight concerns with future water flows and press for Scottish Water to develop additiol water storage facilities as part of its water scarcity strategy. Develop habitat restoration works for floodplain wetlands in the upper catchment to mage tural flows.",5,,,Dee DSFB,"SEPA, Scottish Water, FMS",10000,1000,No,41000,Unfunded,,Dee,Estimate,50000,Unfunded,No,No,No,102000,52000,102000,102000
2272,Q,"Apply for funding to cover project manager salary, tree saplings and fencing materials as well as expenses for any staff required to provide “on the ground” support. Recruit local assistance to help transport equipment and trees to sites that are not near a road. Host open days for local schools and adults to plant trees and participate in electrofishing surveys to see local fish populations. Annual maintenance of the planted areas would be split between project partners.",4,,Identify places that would benefit most from riparian restoration,SLRT,"Local Community Trust, local government",50000,0,Yes,50000,Unfunded,More than 5 Years,Skye,N/A,50000,Unfunded,Yes,No,Yes,,100000,100000,100000
2273,Q,"Apply for funding to cover project manager salary, tree saplings and fencing materials as well as expenses for any staff required to provide “on the ground” support. Recruit local assistance to help transport equipment and trees to sites that are not near a road. Host open days for local schools and adults to plant trees and participate in electrofishing surveys to see local fish populations. Annual maintenance of the planted areas would be split between project partners.",4,,Identify places that would benefit most from riparian restoration,SLRT,"Local proprietor, fishing syndicate",50000,0,Yes,50000,Unfunded,More than 5 Years,Skye,N/A,50000,Unfunded,Yes,No,Yes,,100000,100000,100000
2274,Q,"Apply for funding to cover project manager salary, tree saplings and fencing materials as well as expenses for any staff required to provide “on the ground” support. Recruit local assistance to help transport equipment and trees to sites that are not near a road. Annual maintenance of the planted areas would be split between project partners.",4,,Identify places that would benefit most from riparian restoration,Affric Highlands,"SLRT, Shiel estate",50000,0,Yes,50000,Unfunded,More than 5 Years,Skye,N/A,50000,Unfunded,Yes,No,Yes,,100000,100000,100000
2290,B,1) Consult with SEPA on the viability of the Markie to support juvenile salmonids 2) Remove the Salmon heck on the Markie,1,,,SEPA,GFG,50000,5000,Yes,0,Unfunded,Within 5 Years,Spey,Little Confidence,50000,Unfunded,Yes,No,No,,55000,55000,55000
2874,O,Surveys to identify sites and the extensiveness of them,3,,,AFT,,0,0,Yes,0,,,Argyll,Estimate,50000,Unfunded,No,No,No,50000,0,50000,50000
2876,O,Surveys to identify sites and the extensiveness of them,3,,,AFT,,0,0,Yes,0,,,Argyll,Estimate,50000,Unfunded,No,No,No,50000,0,50000,50000
2878,O,Surveys to identify sites and the extensiveness of them,3,,,AFT,,0,0,Yes,0,,,Argyll,Little Confidence,50000,Unfunded,No,No,No,50000,0,50000,50000
2942,B,Conduct required surveys to get necessary permissions to proceed with removing the remains of the weir.,1,,"Field surveys, topographic assessment, sediment sampling, hydrological assessment, hydraulic modelling and flood risk assessment.",DBIRT,"Deveron DSFB, SEPA,AST, Chivas Brothers, EU open Rivers Programme, CBEC",27184,3330,No,0,Partially Funded,Within 3 Years,Deveron,Fairly Confident,50000,Funded,No,No,No,80514,30514,80514,80514
3002,B,Commission a detailed fish barrier assessment and river habitat survey upstream of the structure to determine the significance of the issue and Implement a cost-effective solution to ensure optimum fish passage for the range of species present.,1,Electrofishing Surveys                                            Ness Habitat Surveys,Barrier Assessment            Electrofishing Surveys        Habitat Surveys,NDSFB,SEPA                                                                              The Highland Council.,0,0,Yes,50000,Unfunded,More than 5 Years,Ness,Estimate,50000,Unfunded,No,No,Yes,,50000,50000,50000
3021,B,"Investigate options for removal or easement of structure.                                                                                                  Subject to the finding of the above, removal or easing of the structure.",1,,Sniffer Barrier assessment,NDSFB,"SEPA,                                                                          Highland Council,                                           Landowner.",0,0,Yes,50000,Unfunded,More than 5 Years,Ness,Estimate,50000,Unfunded,No,No,Yes,,50000,50000,50000
3029,B,Complete a detailed fish passage assessment to gain a better understanding of the route/s taken by salmon as they negotiate these falls and to ensure that those historical fish passage improvements that are still operational are functioning effectively. Implement any improvements required to optimise fish passage over the falls.,1,,Radio tracking of adults Electrofishing results,NDSFB,"NatureScot,                                                                        SEPA,                                                                                  SSE,                                                                           Landowner",0,0,Yes,50000,Unfunded,More than 5 Years,Ness,Estimate,50000,Unfunded,No,No,Yes,,50000,50000,50000
3038,S,Work in partnership with Scottish Canals to deliver a desk-based assessment of the potential impacts of flow regulation on salmon populations in the River Oich. Develop an up-to-date water management regime to ensure that potential impacts on salmon populations are minimised.,3,Moray Firth Tracking Project,Moray Firth Tracking Project,NDFSB,"SEPA, Scottish Canals.",0,0,Yes,50000,Unfunded,Within 5 Years,Ness,Estimate,50000,Unfunded,No,No,Yes,,50000,50000,50000
3083,B,"Obtain permission from landowners, proposals and quotes from contractors, permissions from licensing authorities and funding.",1,,Engineering technical reports,TDSFB,"SSE, SEPA",50000,5000,No,0,Unfunded,Within 3 Years,Tay,Estimate,50000,Unfunded,Yes,No,No,,55000,55000,55000
3106,O,"To work with local stakeholders, SEPA, NatureScot and UHI to develop a control plan for non native fish species in the Rannoch area and seek funding.",1,,Data on species of fish present and their distribution through eDNA surveys,TRT,"SEPA, NatureScot, Rannoch Conservation Association, Marine Scotland, UHI",50000,2500,Yes,2500,Partially Funded,Within 5 Years,Tay,Estimate,50000,Funded,Yes,No,No,,55000,55000,55000
3137,P,Fund a team of scientists from a variety of specialties to undertake the research and report back on a national scale,5,,To be agreed by research team,ERI,NDSFB/FCRT,0,0,No,0,Unfunded,Within 1 Year,Northern,Little Confidence,50000,Unfunded,No,No,No,50000,0,50000,50000
3151,H,"Work with SEPA to ensure compliance to regulations to protect watercourses (General Binding Rules) and to ensure effective buffer strips are in place. Assist land managers, owners and farmers who go beyond the legal minimum requirements to create buffer strips. Help with funding applications and offer top up funding if necessary, on a case-by-case basis, for buffer strips, off-stream drinking points for livestock, or wetland creation. Highlight and support implementation of Aberdeenshire Council’s buffer strips policy by developers. The Board will continue to assist SEPA by reporting or responding to breaches of the controlled activity regulations (CAR) and associated General Binding Rules. Highlight to SEPA, and to Scottish Government, where regulatory standards are not achieved and seek penalties. Press for the ‘polluter pays’ principle and environmental repatriation to restore the environment to its pre-pollution state. Provide guidance to developers to avoid impacts to fish stocks, through the planning process and advice. We will highlight incidents that occur and seek for polluters to be held to account. Highlight the pollution incidents that occur at Scottish Water’s Waste Water Treatment Plants. We will encourage anyone to report pollution incidents to the Board and SEPA.",5,,"Baseline water quality information, equivalent information for types of invertebrates expected to be present given a certain set of habitat conditions.",Don DSFB,"SEPA, Buglife, FMS, DCP, NFU",0,2645,No,0,Unfunded,Annual,Don,Estimate,50000,Unfunded,No,No,No,52645,2645,52645,52645
3152,G,Provide fish-specific guidance to feed into Scottish Water’s strategy for water scarcity. Feed into SEPA's Water Supply & Waste Water Sector Plan and encourage water storage options in the catchment. Highlight to Scottish Government that river abstraction for public water supply requires extra support and this must be incorporated into their climate strategy. Highlight concerns with future water flows and press for Scottish Water to develop additional water storage facilities as part of its water scarcity strategy. Develop habitat restoration works for floodplain wetlands in the upper catchment to manage natural flows.,5,,,Don DSFB,"SEPA, Scottish Water, FMS",0,400,No,0,,,Don,Estimate,50000,Unfunded,No,No,No,50400,400,50400,50400
